Education Level,Specialization,Skills,Certifications,CGPA/Percentage,Recommended Career
Matric,Engineering,"Data Analysis, Financial Analysis",Tally ERP,69,School Counselor
PhD,Science,"Machine Learning, Python, Accounting",Digital Marketing,90,Clerk
Bachelor's,Science,"Python, Accounting, Data Analysis",Tally ERP,89,Clerk
Master's,Psychology,"SQL, Python, MS Office",CFA Level 1,73,Financial Analyst
Master's,Psychology,Financial Analysis,Digital Marketing,69,Financial Analyst
Intermediate,Computer Science,"SQL, Accounting",Mental Health Basics,73,Professor
Intermediate,Arts,"Counseling, Marketing",Digital Marketing,76,Software Engineer
PhD,Finance,"Communication, Python",Tally ERP,84,Marketing Executive
Matric,Engineering,"Accounting, Machine Learning",CFA Level 1,77,School Counselor
Matric,Finance,"Financial Analysis, Machine Learning",Digital Marketing,68,Professor
Matric,Psychology,"MS Office, Communication, Financial Analysis",Digital Marketing,64,Business Analyst
Intermediate,Business,"Counseling, Marketing",Creative Writing,94,Sales Assistant
Matric,Arts,Marketing,Creative Writing,78,Clerk
Master's,Arts,Accounting,CFA Level 1,79,Software Engineer
Master's,Business,"Communication, Marketing",Mental Health Basics,76,Research Scientist
PhD,Arts,"Machine Learning, Counseling, Accounting",Digital Marketing,92,Research Scientist
Matric,Engineering,"SQL, Counseling",CFA Level 1,85,ML Engineer
Matric,Finance,"Counseling, MS Office, Accounting",None,70,School Counselor
Bachelor's,Arts,Accounting,CFA Level 1,81,Business Analyst
PhD,Arts,"Data Analysis, Financial Analysis",Tally ERP,70,Junior Accountant
Intermediate,Computer Science,Marketing,AWS Certified,71,Financial Analyst
Intermediate,Business,Counseling,AWS Certified,79,Junior Accountant
Bachelor's,Commerce,Machine Learning,Mental Health Basics,65,Clerk
Intermediate,Science,Counseling,Digital Marketing,80,Junior Accountant
Master's,Finance,"Counseling, Python, Financial Analysis",Mental Health Basics,66,Research Scientist
Bachelor's,Engineering,MS Office,Google Data Analytics,86,School Counselor
Bachelor's,Computer Science,"MS Office, Financial Analysis, Machine Learning",AWS Certified,89,Clerk
Matric,Psychology,"Financial Analysis, Counseling, SQL",Creative Writing,86,Business Analyst
Intermediate,Finance,"SQL, Data Analysis, Python",Google Data Analytics,73,Data Entry Operator
Bachelor's,Engineering,Python,Google Data Analytics,93,Data Entry Operator
Intermediate,Commerce,Marketing,CFA Level 1,85,School Counselor
Matric,Psychology,"SQL, Counseling, Financial Analysis",CFA Level 1,78,Junior Accountant
Intermediate,Business,Communication,CFA Level 1,71,Sales Assistant
Intermediate,Science,"SQL, Accounting",CFA Level 1,67,Junior Accountant
Intermediate,Finance,"SQL, Machine Learning, Communication",Tally ERP,95,School Counselor
Master's,Computer Science,Marketing,Tally ERP,66,Data Entry Operator
Bachelor's,Engineering,"Python, Machine Learning, SQL",Creative Writing,66,ML Engineer
Matric,Psychology,Python,None,65,Junior Accountant
Master's,Science,"Python, MS Office, Communication",AWS Certified,61,Research Scientist
PhD,Engineering,Machine Learning,CFA Level 1,74,Clerk
Bachelor's,Business,"Financial Analysis, Machine Learning, Python",Mental Health Basics,81,Data Entry Operator
PhD,Arts,"Financial Analysis, Communication, Accounting",Mental Health Basics,60,Sales Assistant
Master's,Engineering,"Marketing, Machine Learning, MS Office",CFA Level 1,83,Sales Assistant
Intermediate,Business,"Accounting, Machine Learning, Counseling",Digital Marketing,70,Software Engineer
Intermediate,Psychology,"Machine Learning, Accounting",Tally ERP,79,Sales Assistant
Master's,Computer Science,"Counseling, MS Office, Accounting",Tally ERP,88,Marketing Executive
Bachelor's,Commerce,"MS Office, Marketing, Counseling",None,75,Research Scientist
Matric,Science,"SQL, Machine Learning",Tally ERP,92,Data Entry Operator
PhD,Finance,"Marketing, Communication",Digital Marketing,90,Research Scientist
Matric,Psychology,"Counseling, Python, SQL",Creative Writing,76,Clerk
Intermediate,Psychology,"Python, Counseling, MS Office",Tally ERP,62,School Counselor
Intermediate,Finance,Data Analysis,AWS Certified,73,Junior Accountant
Master's,Business,"Counseling, Python",Creative Writing,90,Data Entry Operator
Matric,Arts,"Financial Analysis, Machine Learning",CFA Level 1,82,ML Engineer
Bachelor's,Arts,"Machine Learning, Financial Analysis",AWS Certified,77,Business Analyst
Bachelor's,Commerce,Data Analysis,AWS Certified,86,School Counselor
PhD,Psychology,Accounting,Mental Health Basics,77,Software Engineer
PhD,Commerce,"Communication, MS Office",CFA Level 1,67,Financial Analyst
Master's,Psychology,Marketing,CFA Level 1,85,Research Scientist
Master's,Computer Science,Accounting,Google Data Analytics,86,Clerk
Bachelor's,Commerce,Financial Analysis,Mental Health Basics,84,School Counselor
PhD,Engineering,"Communication, Machine Learning",None,82,Business Analyst
Intermediate,Computer Science,"Data Analysis, Python",AWS Certified,87,Financial Analyst
Master's,Business,"Data Analysis, MS Office",CFA Level 1,71,Research Scientist
Intermediate,Psychology,"Accounting, SQL, Marketing",Digital Marketing,83,Clerk
PhD,Engineering,Accounting,Digital Marketing,69,Clerk
Matric,Finance,"Marketing, Communication, SQL",CFA Level 1,63,Business Analyst
Master's,Science,Accounting,Google Data Analytics,77,Data Entry Operator
PhD,Science,"MS Office, Data Analysis",Google Data Analytics,82,Junior Accountant
Matric,Science,"Communication, Python, Data Analysis",Digital Marketing,74,Research Scientist
PhD,Business,MS Office,Digital Marketing,65,Junior Accountant
Intermediate,Arts,"SQL, Machine Learning, Financial Analysis",CFA Level 1,76,ML Engineer
Matric,Commerce,"Accounting, Communication, Financial Analysis",Creative Writing,85,Professor
Matric,Computer Science,"Counseling, Communication",Tally ERP,77,School Counselor
Bachelor's,Psychology,"Machine Learning, Counseling, Marketing",AWS Certified,87,Financial Analyst
Intermediate,Commerce,"Data Analysis, MS Office",Tally ERP,66,School Counselor
Bachelor's,Computer Science,"SQL, Communication, Marketing",Digital Marketing,87,Software Engineer
Intermediate,Science,"Data Analysis, Accounting",CFA Level 1,71,Research Scientist
Master's,Commerce,"Communication, Accounting",Tally ERP,94,Financial Analyst
Intermediate,Computer Science,SQL,AWS Certified,78,ML Engineer
Bachelor's,Psychology,"Counseling, Python",Mental Health Basics,86,Data Entry Operator
Intermediate,Business,"Financial Analysis, Machine Learning",AWS Certified,76,School Counselor
Master's,Arts,Python,None,67,ML Engineer
PhD,Arts,"Accounting, Python, Data Analysis",Digital Marketing,76,Business Analyst
Matric,Finance,"Counseling, Accounting",Google Data Analytics,88,School Counselor
PhD,Science,"Counseling, SQL",Google Data Analytics,74,Software Engineer
Master's,Science,"Data Analysis, Marketing",Digital Marketing,76,ML Engineer
Bachelor's,Psychology,MS Office,None,75,Data Entry Operator
Intermediate,Computer Science,"MS Office, Python, Counseling",CFA Level 1,78,Clerk
Matric,Business,"Data Analysis, SQL, Counseling",AWS Certified,62,Professor
Bachelor's,Computer Science,"Financial Analysis, Data Analysis, Marketing",AWS Certified,73,Junior Accountant
PhD,Finance,"Financial Analysis, Machine Learning, Communication",Digital Marketing,79,Research Scientist
PhD,Business,"Python, Marketing, Communication",Mental Health Basics,80,Financial Analyst
Bachelor's,Commerce,"Marketing, Machine Learning, Accounting",Tally ERP,77,School Counselor
Master's,Computer Science,"Python, Financial Analysis, Communication",Creative Writing,95,Research Scientist
Bachelor's,Engineering,"Data Analysis, Marketing, Counseling",Creative Writing,76,Data Entry Operator
Bachelor's,Computer Science,MS Office,Tally ERP,80,Data Entry Operator
Matric,Engineering,"Data Analysis, Counseling",Tally ERP,84,Marketing Executive
Matric,Finance,MS Office,AWS Certified,83,Professor
Intermediate,Commerce,"Financial Analysis, Counseling",Creative Writing,90,Professor
Master's,Finance,"Data Analysis, Financial Analysis",Google Data Analytics,80,School Counselor
Matric,Finance,Data Analysis,CFA Level 1,89,Financial Analyst
PhD,Finance,"Python, Accounting",Mental Health Basics,89,Sales Assistant
Matric,Psychology,"Python, Accounting, Marketing",CFA Level 1,77,Clerk
Master's,Engineering,Marketing,Tally ERP,87,Junior Accountant
Matric,Arts,"Machine Learning, Counseling",CFA Level 1,85,Clerk
Bachelor's,Arts,"Python, Financial Analysis, Communication",Tally ERP,60,Marketing Executive
Master's,Engineering,Accounting,None,87,Marketing Executive
Intermediate,Engineering,Financial Analysis,Digital Marketing,89,Marketing Executive
Bachelor's,Engineering,SQL,Tally ERP,64,Financial Analyst
Intermediate,Finance,"MS Office, Marketing, Machine Learning",Google Data Analytics,73,Professor
Master's,Computer Science,"Data Analysis, SQL, Python",Creative Writing,83,Marketing Executive
Master's,Finance,Machine Learning,AWS Certified,75,Junior Accountant
PhD,Science,"Python, Marketing",Mental Health Basics,90,Research Scientist
Bachelor's,Science,"Machine Learning, SQL",Tally ERP,72,ML Engineer
Intermediate,Arts,"Accounting, MS Office",AWS Certified,91,Business Analyst
Matric,Psychology,"Communication, Accounting",None,70,Marketing Executive
Intermediate,Commerce,"Data Analysis, MS Office",Creative Writing,68,ML Engineer
Intermediate,Business,"MS Office, Python, SQL",Mental Health Basics,62,Business Analyst
Master's,Business,"Marketing, Data Analysis, Accounting",CFA Level 1,72,School Counselor
Intermediate,Engineering,Data Analysis,Mental Health Basics,65,Professor
PhD,Business,"Financial Analysis, Communication, Counseling",AWS Certified,65,Junior Accountant
Matric,Arts,"Communication, Machine Learning",Google Data Analytics,91,ML Engineer
Matric,Finance,"Counseling, Python, Communication",AWS Certified,90,Marketing Executive
Bachelor's,Finance,"Machine Learning, Financial Analysis, Accounting",Mental Health Basics,80,Clerk
Intermediate,Business,"Communication, Marketing, Financial Analysis",CFA Level 1,82,Data Entry Operator
PhD,Engineering,MS Office,Tally ERP,79,Data Entry Operator
Matric,Engineering,Python,Creative Writing,93,Financial Analyst
Bachelor's,Business,Machine Learning,Creative Writing,68,School Counselor
Matric,Business,Data Analysis,Creative Writing,66,Data Entry Operator
Matric,Finance,Data Analysis,CFA Level 1,76,Software Engineer
Bachelor's,Business,"Accounting, SQL",AWS Certified,72,Financial Analyst
Bachelor's,Engineering,"SQL, MS Office",Tally ERP,68,Professor
Intermediate,Arts,"Communication, Python, Accounting",Google Data Analytics,74,Research Scientist
Bachelor's,Computer Science,"MS Office, Data Analysis, Accounting",AWS Certified,94,Sales Assistant
Intermediate,Finance,"Python, Financial Analysis, Accounting",Google Data Analytics,93,Professor
Bachelor's,Business,Machine Learning,None,65,Research Scientist
Intermediate,Arts,Financial Analysis,Mental Health Basics,83,Sales Assistant
Intermediate,Business,"Data Analysis, Financial Analysis, Python",Creative Writing,68,Marketing Executive
Master's,Computer Science,"Counseling, Data Analysis, MS Office",Google Data Analytics,71,Software Engineer
PhD,Business,"Accounting, Counseling, MS Office",Digital Marketing,66,Data Entry Operator
Master's,Arts,"Machine Learning, Financial Analysis, MS Office",Digital Marketing,80,Professor
Intermediate,Business,"Accounting, SQL",Creative Writing,80,Sales Assistant
Bachelor's,Business,Data Analysis,Mental Health Basics,77,Financial Analyst
Master's,Computer Science,Machine Learning,AWS Certified,63,Research Scientist
Matric,Engineering,SQL,Google Data Analytics,63,Junior Accountant
PhD,Business,MS Office,Digital Marketing,78,Data Entry Operator
Bachelor's,Business,Financial Analysis,Google Data Analytics,64,Business Analyst
Intermediate,Finance,Data Analysis,Mental Health Basics,92,Professor
PhD,Business,"Data Analysis, SQL, Python",CFA Level 1,64,Sales Assistant
Master's,Computer Science,Python,Digital Marketing,90,Sales Assistant
Intermediate,Computer Science,Marketing,Digital Marketing,75,Financial Analyst
PhD,Computer Science,"Communication, Accounting, Python",Creative Writing,73,Clerk
Matric,Business,Python,AWS Certified,83,Marketing Executive
Master's,Business,Communication,Digital Marketing,71,Data Entry Operator
Master's,Engineering,"Python, SQL, MS Office",CFA Level 1,85,Software Engineer
Matric,Computer Science,"Data Analysis, SQL",Digital Marketing,62,Financial Analyst
Matric,Commerce,"Accounting, Data Analysis",CFA Level 1,88,School Counselor
Intermediate,Commerce,Python,Tally ERP,63,Software Engineer
Intermediate,Finance,Python,Creative Writing,63,Sales Assistant
Intermediate,Finance,"SQL, Machine Learning, Python",Tally ERP,65,Marketing Executive
PhD,Science,"Communication, SQL, Counseling",Tally ERP,90,Software Engineer
Bachelor's,Science,Counseling,Tally ERP,94,ML Engineer
PhD,Science,"Financial Analysis, Python, Accounting",Mental Health Basics,70,Sales Assistant
Master's,Engineering,"MS Office, Python, Financial Analysis",CFA Level 1,78,Clerk
Matric,Arts,Accounting,Google Data Analytics,76,Financial Analyst
Matric,Arts,"Machine Learning, Financial Analysis",Digital Marketing,76,Junior Accountant
Intermediate,Science,Machine Learning,Creative Writing,92,Business Analyst
PhD,Finance,"MS Office, Accounting",None,91,Clerk
Matric,Arts,"Python, Accounting, Data Analysis",Mental Health Basics,63,Business Analyst
Matric,Commerce,Data Analysis,Mental Health Basics,63,Clerk
Intermediate,Psychology,"Python, Communication",None,87,Software Engineer
Matric,Arts,"Marketing, SQL",Mental Health Basics,89,Research Scientist
Intermediate,Computer Science,"Python, Accounting, SQL",Google Data Analytics,74,Business Analyst
Master's,Engineering,"Financial Analysis, Communication",AWS Certified,70,Professor
PhD,Science,"Financial Analysis, Counseling, Data Analysis",Mental Health Basics,67,Sales Assistant
Bachelor's,Computer Science,"Communication, Data Analysis, SQL",Digital Marketing,88,ML Engineer
Bachelor's,Science,Accounting,Tally ERP,61,Data Entry Operator
Intermediate,Engineering,"Financial Analysis, Data Analysis",Google Data Analytics,92,Research Scientist
Intermediate,Finance,Marketing,Digital Marketing,65,Research Scientist
PhD,Finance,Financial Analysis,Mental Health Basics,76,Business Analyst
Bachelor's,Computer Science,Marketing,None,61,ML Engineer
Intermediate,Business,Python,Google Data Analytics,83,Marketing Executive
Bachelor's,Science,"Communication, Data Analysis, Financial Analysis",AWS Certified,89,Research Scientist
Master's,Computer Science,"Machine Learning, MS Office, Python",Tally ERP,82,Sales Assistant
Matric,Engineering,"Financial Analysis, Communication, SQL",None,93,Software Engineer
Matric,Engineering,MS Office,Google Data Analytics,65,Junior Accountant
Bachelor's,Finance,Data Analysis,AWS Certified,88,Professor
Matric,Engineering,"Communication, Machine Learning",Tally ERP,81,Marketing Executive
Bachelor's,Computer Science,"Marketing, Accounting",None,78,Clerk
PhD,Computer Science,"Python, Machine Learning, Data Analysis",AWS Certified,91,Financial Analyst
Matric,Commerce,"Communication, Accounting",Google Data Analytics,75,ML Engineer
PhD,Commerce,"SQL, MS Office",Digital Marketing,74,Marketing Executive
Intermediate,Science,"Counseling, Communication",Digital Marketing,84,Business Analyst
Bachelor's,Science,Python,Mental Health Basics,91,ML Engineer
PhD,Engineering,Marketing,CFA Level 1,76,Marketing Executive
